transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
3573,06/07/2023,16:13:03,5,2,Utrecht,6.3,Coffee,Organic blended coffee
3574,06/09/2023,08:17:58,2,1,Alkmaar,3.0,Tea,Black tea
3575,06/10/2023,19:58:40,2,3,Eindhoven,3.25,Tea,Chai tea
3576,06/09/2023,19:42:33,1,1,Alkmaar,2.0,Coffee,Black coffee
3577,06/10/2023,10:21:16,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3578,06/07/2023,17:30:20,1,2,Utrecht,3.5,Bakery,Pie
3579,06/08/2023,17:49:37,1,2,Utrecht,3.15,Tea,Green tea
3580,06/06/2023,10:52:34,1,3,Eindhoven,2.0,Coffee,Black coffee
3581,06/09/2023,15:02:42,6,3,Eindhoven,3.5,Tea,Herbal tea
3582,06/08/2023,10:26:13,1,3,Eindhoven,3.75,Bakery,Sandwich
3583,06/09/2023,13:32:31,6,2,Utrecht,3.25,Tea,Chai tea
3584,06/11/2023,10:30:35,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3585,06/10/2023,10:15:18,1,1,Alkmaar,3.15,Tea,Green tea
3586,06/09/2023,08:03:20,2,1,Alkmaar,3.15,Tea,Green tea
3587,06/07/2023,16:50:07,1,2,Utrecht,3.0,Bakery,Scone
3588,06/11/2023,09:04:40,1,1,Alkmaar,3.0,Tea,Black tea
3589,06/09/2023,09:40:45,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3590,06/10/2023,11:45:57,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3591,06/11/2023,13:54:00,2,1,Alkmaar,2.0,Coffee,Black coffee
3592,06/09/2023,12:58:09,2,1,Alkmaar,3.0,Tea,Black tea
3593,06/11/2023,08:05:54,2,3,Eindhoven,3.25,Tea,Chai tea
3594,06/10/2023,08:21:26,4,2,Utrecht,3.15,Tea,Green tea
3595,06/06/2023,17:24:33,1,2,Utrecht,3.5,Bakery,Pie
3596,06/08/2023,07:25:26,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3597,06/07/2023,09:35:06,2,1,Alkmaar,3.5,Coffee,Milk coffee
3598,06/11/2023,11:40:16,4,2,Utrecht,3.5,Tea,Herbal tea
3599,06/08/2023,11:03:23,5,2,Utrecht,4.5,Chocolate,Hot chocolate
3600,06/08/2023,17:51:49,3,2,Utrecht,3.75,Bakery,Sandwich
3601,06/10/2023,12:37:32,1,1,Alkmaar,3.5,Coffee,Milk coffee
3602,06/11/2023,07:50:07,2,2,Utrecht,3.0,Bakery,Scone
3603,06/10/2023,11:50:21,2,2,Utrecht,3.25,Tea,Chai tea
3604,06/06/2023,15:38:11,2,1,Alkmaar,3.5,Bakery,Pie
3605,06/11/2023,10:11:43,2,1,Alkmaar,2.0,Coffee,Black coffee
3606,06/11/2023,13:44:01,2,3,Eindhoven,3.5,Tea,Herbal tea
3607,06/06/2023,12:51:36,2,1,Alkmaar,3.25,Tea,Chai tea
3608,06/10/2023,17:21:06,1,2,Utrecht,3.0,Bakery,Scone
3609,06/10/2023,16:16:16,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3610,06/08/2023,12:41:33,1,2,Utrecht,3.0,Tea,Black tea
3611,06/06/2023,17:38:15,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
3612,06/08/2023,11:07:12,4,2,Utrecht,6.3,Coffee,Organic blended coffee
3613,06/11/2023,07:08:27,3,2,Utrecht,4.5,Chocolate,Hot chocolate
3614,06/10/2023,12:38:56,1,2,Utrecht,3.75,Bakery,Sandwich
3615,06/09/2023,17:02:49,1,2,Utrecht,3.5,Coffee,Milk coffee
3616,06/08/2023,09:52:50,1,1,Alkmaar,3.75,Bakery,Sandwich
3617,06/11/2023,09:26:41,2,2,Utrecht,3.75,Bakery,Sandwich
3618,06/06/2023,16:28:26,2,2,Utrecht,3.0,Tea,Black tea
3619,06/05/2023,09:13:45,3,2,Utrecht,3.5,Bakery,Pie
3620,06/09/2023,09:05:47,1,3,Eindhoven,3.5,Bakery,Pie
3621,06/10/2023,06:42:15,2,3,Eindhoven,3.15,Tea,Green tea
3622,06/07/2023,10:02:57,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
3623,06/11/2023,18:48:51,3,1,Alkmaar,4.25,Coffee,Syrup coffee
3624,06/07/2023,08:37:49,4,3,Eindhoven,3.15,Tea,Green tea
3625,06/11/2023,14:54:25,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
3626,06/10/2023,07:04:27,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
3627,06/10/2023,17:19:41,3,2,Utrecht,3.0,Tea,Black tea
3628,06/06/2023,06:02:08,2,1,Alkmaar,3.5,Bakery,Pie
3629,06/08/2023,11:57:38,1,1,Alkmaar,6.3,Coffee,Organic blended coffee
3630,06/08/2023,11:08:53,1,2,Utrecht,3.0,Bakery,Scone
3631,06/11/2023,06:35:49,1,1,Alkmaar,3.5,Tea,Herbal tea
3632,06/09/2023,14:08:29,4,1,Alkmaar,3.5,Bakery,Pie
3633,06/07/2023,17:34:35,1,2,Utrecht,3.5,Coffee,Milk coffee
3634,06/10/2023,08:47:10,1,3,Eindhoven,3.5,Bakery,Pie
3635,06/09/2023,18:36:51,5,1,Alkmaar,4.5,Chocolate,Hot chocolate
3636,06/07/2023,09:52:34,2,3,Eindhoven,3.0,Tea,Black tea
3637,06/09/2023,11:45:07,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3638,06/10/2023,17:54:27,1,2,Utrecht,4.25,Coffee,Syrup coffee
3639,06/06/2023,17:47:05,2,2,Utrecht,6.3,Coffee,Organic blended coffee
3640,06/09/2023,06:03:29,1,2,Utrecht,2.0,Coffee,Black coffee
3641,06/09/2023,16:46:48,1,2,Utrecht,3.5,Bakery,Pie
3642,06/05/2023,08:13:40,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3643,06/09/2023,06:05:28,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3644,06/10/2023,14:39:27,1,2,Utrecht,3.75,Bakery,Sandwich
3645,06/10/2023,15:19:45,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3646,06/09/2023,19:48:02,1,1,Alkmaar,3.25,Tea,Chai tea
3647,06/06/2023,09:09:48,4,2,Utrecht,2.0,Coffee,Black coffee
3648,06/10/2023,08:12:29,1,2,Utrecht,3.0,Bakery,Scone
3649,06/11/2023,17:38:55,2,3,Eindhoven,3.25,Tea,Chai tea
3650,06/11/2023,11:06:46,2,2,Utrecht,3.0,Tea,Black tea
3651,06/11/2023,15:03:02,6,2,Utrecht,6.3,Coffee,Organic blended coffee
3652,06/09/2023,15:33:52,4,2,Utrecht,4.25,Coffee,Syrup coffee
3653,06/05/2023,10:55:25,2,2,Utrecht,3.15,Tea,Green tea
3654,06/09/2023,11:31:57,1,2,Utrecht,3.25,Tea,Chai tea
3655,06/07/2023,10:55:25,2,3,Eindhoven,3.15,Tea,Green tea
3656,06/08/2023,16:36:52,2,2,Utrecht,2.0,Coffee,Black coffee
3657,06/09/2023,13:01:43,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3658,06/11/2023,15:08:47,1,3,Eindhoven,3.25,Tea,Chai tea
3659,06/11/2023,12:55:04,4,1,Alkmaar,3.0,Tea,Black tea
3660,06/11/2023,09:38:45,3,3,Eindhoven,3.75,Bakery,Sandwich
3661,06/11/2023,11:49:09,1,2,Utrecht,3.5,Tea,Herbal tea
3662,06/11/2023,11:23:58,3,2,Utrecht,6.3,Coffee,Organic blended coffee
3663,06/11/2023,16:40:13,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3664,06/08/2023,08:03:43,2,2,Utrecht,3.0,Tea,Black tea
3665,06/08/2023,09:05:00,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3666,06/09/2023,13:49:39,1,1,Alkmaar,6.3,Coffee,Organic blended coffee
3667,06/09/2023,09:55:00,2,2,Utrecht,4.25,Coffee,Syrup coffee
3668,06/11/2023,14:37:11,1,2,Utrecht,3.75,Bakery,Sandwich
3669,06/07/2023,08:41:56,1,2,Utrecht,2.0,Coffee,Black coffee
3670,06/10/2023,08:48:57,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3671,06/11/2023,15:37:01,2,2,Utrecht,3.25,Tea,Chai tea
3672,06/11/2023,08:51:10,1,2,Utrecht,3.0,Bakery,Scone
3673,06/09/2023,08:13:20,1,2,Utrecht,3.25,Tea,Chai tea
3674,06/10/2023,16:59:05,4,3,Eindhoven,3.25,Tea,Chai tea
3675,06/10/2023,17:19:40,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3676,06/11/2023,14:41:52,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3677,06/08/2023,12:52:54,1,1,Alkmaar,3.75,Bakery,Sandwich
3678,06/10/2023,14:36:36,1,2,Utrecht,4.25,Coffee,Syrup coffee
3679,06/09/2023,17:54:37,1,2,Utrecht,3.0,Bakery,Scone
3680,06/07/2023,09:33:45,3,1,Alkmaar,3.75,Bakery,Sandwich
3681,06/09/2023,14:55:04,1,1,Alkmaar,2.0,Coffee,Black coffee
3682,06/10/2023,11:27:52,4,2,Utrecht,4.5,Chocolate,Hot chocolate
3683,06/11/2023,17:28:26,2,2,Utrecht,3.5,Tea,Herbal tea
3684,06/09/2023,17:55:34,2,2,Utrecht,3.5,Bakery,Pie
3685,06/08/2023,14:01:37,2,1,Alkmaar,2.0,Coffee,Black coffee
3686,06/09/2023,08:16:08,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3687,06/10/2023,16:45:47,3,2,Utrecht,3.5,Coffee,Milk coffee
3688,06/06/2023,17:01:04,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3689,06/11/2023,17:11:15,3,2,Utrecht,6.3,Coffee,Organic blended coffee
3690,06/10/2023,11:16:31,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3691,06/09/2023,11:19:57,1,2,Utrecht,3.25,Tea,Chai tea
3692,06/07/2023,10:20:36,4,1,Alkmaar,3.25,Tea,Chai tea
3693,06/10/2023,18:44:45,1,3,Eindhoven,3.25,Tea,Chai tea
3694,06/09/2023,10:44:23,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
3695,06/11/2023,10:43:22,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3696,06/11/2023,09:14:29,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
3697,06/10/2023,10:57:46,1,3,Eindhoven,3.15,Tea,Green tea
3698,06/09/2023,14:35:16,1,1,Alkmaar,3.0,Tea,Black tea
3699,06/05/2023,16:34:48,1,2,Utrecht,3.5,Bakery,Pie
3700,06/08/2023,08:04:28,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3701,06/06/2023,14:16:46,2,3,Eindhoven,3.5,Tea,Herbal tea
3702,06/11/2023,13:17:13,1,2,Utrecht,2.0,Coffee,Black coffee
3703,06/09/2023,16:25:28,2,2,Utrecht,3.5,Bakery,Pie
3704,06/10/2023,08:41:42,2,2,Utrecht,2.0,Coffee,Black coffee
3705,06/08/2023,08:32:18,1,2,Utrecht,3.5,Bakery,Pie
3706,06/10/2023,17:32:37,2,2,Utrecht,3.5,Bakery,Pie
3707,06/08/2023,13:50:08,2,1,Alkmaar,3.75,Bakery,Sandwich
3708,06/08/2023,18:00:59,2,2,Utrecht,3.25,Tea,Chai tea
3709,06/08/2023,14:02:40,4,3,Eindhoven,3.5,Bakery,Pie
3710,06/11/2023,08:10:05,1,1,Alkmaar,3.25,Tea,Chai tea
3711,06/06/2023,11:15:25,2,1,Alkmaar,3.0,Bakery,Scone
3712,06/11/2023,06:10:49,2,2,Utrecht,3.5,Coffee,Milk coffee
3713,06/06/2023,18:04:17,1,2,Utrecht,2.0,Coffee,Black coffee
3714,06/07/2023,08:14:47,1,3,Eindhoven,3.5,Tea,Herbal tea
3715,06/09/2023,13:31:58,2,2,Utrecht,3.25,Tea,Chai tea
3716,06/07/2023,08:17:46,1,1,Alkmaar,3.5,Bakery,Pie
3717,06/05/2023,12:37:50,2,2,Utrecht,3.5,Coffee,Milk coffee
3718,06/08/2023,16:56:55,4,2,Utrecht,3.5,Bakery,Pie
3719,06/06/2023,17:37:04,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3720,06/08/2023,08:29:17,1,3,Eindhoven,3.5,Coffee,Milk coffee
3721,06/06/2023,09:56:47,3,2,Utrecht,3.5,Bakery,Pie
3722,06/08/2023,08:24:53,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
3723,06/09/2023,11:48:48,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3724,06/09/2023,07:06:53,2,1,Alkmaar,3.5,Bakery,Pie
3725,06/11/2023,16:53:34,2,2,Utrecht,3.5,Tea,Herbal tea
3726,06/05/2023,10:57:41,2,3,Eindhoven,3.0,Bakery,Scone
3727,06/07/2023,17:29:55,4,1,Alkmaar,3.75,Bakery,Sandwich
3728,06/11/2023,10:13:48,3,1,Alkmaar,2.0,Coffee,Black coffee
3729,06/05/2023,19:47:15,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3730,06/11/2023,06:39:46,4,2,Utrecht,3.25,Tea,Chai tea
3731,06/08/2023,17:54:52,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3732,06/06/2023,08:51:44,1,2,Utrecht,3.0,Bakery,Scone
3733,06/10/2023,10:39:03,1,1,Alkmaar,3.25,Tea,Chai tea
3734,06/10/2023,15:33:25,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3735,06/09/2023,07:11:44,4,2,Utrecht,6.3,Coffee,Organic blended coffee
3736,06/09/2023,13:24:43,1,1,Alkmaar,4.25,Coffee,Syrup coffee
3737,06/10/2023,12:26:19,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
3738,06/08/2023,16:56:31,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
3739,06/11/2023,13:44:03,1,,Alkmaar,3.75,Bakery,Sandwich
3740,06/09/2023,14:18:19,2,1,Alkmaar,3.15,Tea,Green tea
3741,06/11/2023,10:54:17,3,2,Utrecht,3.5,Bakery,Pie
3742,06/06/2023,17:08:12,1,2,Utrecht,3.15,Tea,Green tea
3743,06/09/2023,11:06:28,1,1,Alkmaar,3.5,Tea,Herbal tea
3744,06/09/2023,09:46:02,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3745,06/08/2023,08:24:40,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
3746,06/10/2023,17:12:18,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
3747,06/09/2023,08:29:04,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
3748,06/07/2023,18:11:44,2,1,Alkmaar,3.75,Bakery,Sandwich
3749,06/08/2023,10:25:33,2,3,Eindhoven,2.0,Coffee,Black coffee
3750,06/11/2023,10:23:43,1,3,Eindhoven,3.5,Bakery,Pie
3751,06/05/2023,15:27:53,2,2,Utrecht,3.75,Bakery,Sandwich
3752,06/07/2023,17:02:07,2,2,Utrecht,3.5,Tea,Herbal tea
3753,06/09/2023,18:24:09,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
3754,06/09/2023,18:46:09,2,2,Utrecht,3.5,Bakery,Pie
3755,06/11/2023,16:01:02,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3756,06/09/2023,11:57:12,4,3,Eindhoven,4.25,Coffee,Syrup coffee
3757,06/09/2023,18:44:43,1,1,Alkmaar,3.75,Bakery,Sandwich
3758,06/08/2023,06:59:26,1,1,Alkmaar,3.15,Tea,Green tea
3759,06/10/2023,15:28:54,4,2,Utrecht,3.25,Tea,Chai tea
3760,06/10/2023,06:51:39,2,3,Eindhoven,3.75,Bakery,Sandwich
3761,06/10/2023,11:31:00,1,2,Utrecht,3.25,Tea,Chai tea
3762,06/09/2023,14:36:00,1,2,Utrecht,4.25,Coffee,Syrup coffee
3763,06/08/2023,08:37:42,2,3,Eindhoven,3.0,Tea,Black tea
3764,06/08/2023,11:59:36,2,3,Eindhoven,4.25,Coffee,Syrup coffee
3765,06/08/2023,09:01:58,,3,Eindhoven,3.15,Tea,Green tea
3766,06/09/2023,18:37:17,4,2,Utrecht,2.0,Coffee,Black coffee
3767,06/06/2023,11:36:51,1,1,Alkmaar,3.5,Bakery,Pie
3768,06/10/2023,15:53:38,2,3,Eindhoven,3.75,Bakery,Sandwich
3769,06/08/2023,13:50:41,2,1,Alkmaar,3.75,Bakery,Sandwich
3770,06/11/2023,17:36:03,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3771,06/10/2023,17:33:45,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3772,06/10/2023,10:05:03,1,3,Eindhoven,3.15,Tea,Green tea
3773,06/11/2023,19:52:16,3,1,Alkmaar,3.25,Tea,Chai tea
3774,06/08/2023,11:40:22,1,3,Eindhoven,3.0,Tea,Black tea
3775,06/08/2023,17:04:49,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3776,06/06/2023,09:58:52,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3777,06/10/2023,19:03:30,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3778,06/09/2023,10:38:37,2,3,Eindhoven,3.15,Tea,Green tea
3779,06/05/2023,16:46:42,2,2,Utrecht,3.5,Bakery,Pie
3780,06/09/2023,11:51:18,2,1,Alkmaar,3.5,Bakery,Pie
3781,06/06/2023,10:23:48,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3782,06/09/2023,17:05:43,2,1,Alkmaar,3.25,Tea,Chai tea
3783,06/10/2023,12:41:28,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3784,06/10/2023,14:22:12,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3785,06/09/2023,13:24:19,1,1,Alkmaar,3.75,Bakery,Sandwich
3786,06/09/2023,08:57:16,1,1,Alkmaar,3.0,Bakery,Scone
3787,06/11/2023,17:35:00,,2,Utrecht,3.5,Bakery,Pie
3788,06/10/2023,16:40:54,4,2,Utrecht,4.25,Coffee,Syrup coffee
3789,06/11/2023,11:04:27,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
3790,06/06/2023,19:46:09,1,2,Utrecht,3.0,Bakery,Scone
3791,06/08/2023,09:09:17,2,3,Eindhoven,3.0,Bakery,Scone
3792,06/10/2023,07:20:47,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3793,06/11/2023,12:48:21,1,2,Utrecht,3.15,Tea,Green tea
3794,06/07/2023,17:31:17,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3795,06/09/2023,12:41:26,1,1,Alkmaar,3.75,Bakery,Sandwich
3796,06/08/2023,07:59:49,2,3,Eindhoven,3.5,Bakery,Pie
3797,06/10/2023,16:30:53,2,2,Utrecht,3.75,Bakery,Sandwich
3798,06/09/2023,16:10:10,1,2,Utrecht,3.5,Coffee,Milk coffee
3799,06/10/2023,08:47:00,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3800,06/07/2023,08:06:31,1,3,Eindhoven,3.75,Bakery,Sandwich
3801,06/08/2023,14:24:34,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3802,06/08/2023,12:25:08,1,2,Utrecht,3.0,Bakery,Scone
3803,06/10/2023,13:10:47,,2,Utrecht,3.25,Tea,Chai tea
3804,06/07/2023,16:35:16,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3805,06/08/2023,09:41:49,2,2,Utrecht,3.5,Coffee,Milk coffee
3806,06/06/2023,09:31:31,1,,Alkmaar,3.0,Bakery,Scone
3807,06/09/2023,16:09:47,2,1,Alkmaar,3.0,Bakery,Scone
3808,06/10/2023,09:06:32,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
3809,06/06/2023,16:42:34,1,2,Utrecht,3.15,Tea,Green tea
3810,06/07/2023,16:59:07,2,2,Utrecht,3.5,Bakery,Pie
3811,06/05/2023,10:21:43,4,1,Alkmaar,3.75,Bakery,Sandwich
3812,06/07/2023,13:20:40,2,1,Alkmaar,3.0,Bakery,Scone
3813,06/11/2023,17:59:56,2,2,Utrecht,3.0,Tea,Black tea
3814,06/10/2023,11:31:44,1,2,Utrecht,3.5,Bakery,Pie
3815,06/07/2023,10:45:37,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
3816,06/09/2023,12:52:56,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3817,06/10/2023,08:40:24,2,3,Eindhoven,3.5,Tea,Herbal tea
3818,06/10/2023,18:21:44,6,2,Utrecht,3.75,Bakery,Sandwich
3819,06/10/2023,16:53:14,1,2,Utrecht,3.0,Tea,Black tea
3820,06/08/2023,08:09:49,2,2,Utrecht,3.15,Tea,Green tea
3821,06/10/2023,09:01:34,2,2,Utrecht,3.15,Tea,Green tea
3822,06/08/2023,12:33:31,1,1,Alkmaar,3.25,Tea,Chai tea
3823,06/09/2023,09:59:38,2,2,Utrecht,3.5,Tea,Herbal tea
3824,06/08/2023,14:34:33,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
3825,06/06/2023,06:56:40,1,2,Utrecht,3.5,Bakery,Pie
3826,06/06/2023,14:13:03,1,2,Utrecht,2.0,Coffee,Black coffee
3827,06/06/2023,13:54:17,1,2,Utrecht,3.75,Bakery,Sandwich
3828,06/11/2023,15:25:17,4,3,Eindhoven,3.5,Tea,Herbal tea
3829,06/06/2023,16:13:04,1,2,Utrecht,3.75,Bakery,Sandwich
3830,06/09/2023,08:30:48,1,3,Eindhoven,3.5,Tea,Herbal tea
3831,06/08/2023,10:18:32,5,1,Alkmaar,3.15,Tea,Green tea
3832,06/06/2023,19:28:36,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3833,06/10/2023,07:10:54,2,3,Eindhoven,3.0,Bakery,Scone
3834,06/07/2023,16:53:13,1,2,Utrecht,3.15,Tea,Green tea
3835,06/11/2023,16:17:29,3,3,Eindhoven,3.5,Bakery,Pie
3836,06/09/2023,17:23:01,1,2,Utrecht,3.75,Bakery,Sandwich
3837,06/06/2023,10:50:24,4,3,Eindhoven,3.5,Bakery,Pie
3838,06/10/2023,11:03:59,1,2,Utrecht,3.25,Tea,Chai tea
3839,06/06/2023,14:17:12,4,3,Eindhoven,4.25,Coffee,Syrup coffee
3840,06/08/2023,19:14:25,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
3841,06/11/2023,18:48:34,1,2,Utrecht,3.5,Tea,Herbal tea
3842,06/08/2023,10:06:09,2,2,Utrecht,3.75,Bakery,Sandwich
3843,06/10/2023,08:35:48,1,2,Utrecht,3.75,Bakery,Sandwich
3844,06/08/2023,11:07:41,,2,Utrecht,2.0,Coffee,Black coffee
3845,06/07/2023,08:51:29,1,3,Eindhoven,4.25,Coffee,Syrup coffee
3846,06/11/2023,16:42:10,1,2,Utrecht,3.15,Tea,Green tea
3847,06/10/2023,14:50:23,1,2,Utrecht,3.5,Bakery,Pie
3848,06/10/2023,08:03:46,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3849,06/07/2023,12:17:03,2,3,Eindhoven,3.5,Bakery,Pie
3850,06/10/2023,09:26:55,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
3851,06/08/2023,10:34:20,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3852,06/11/2023,12:57:52,1,2,Utrecht,3.25,Tea,Chai tea
3853,06/11/2023,09:27:20,2,3,Eindhoven,4.25,Coffee,Syrup coffee
3854,06/09/2023,14:25:52,2,2,Utrecht,3.0,Tea,Black tea
3855,06/09/2023,12:49:27,3,2,Utrecht,4.5,Chocolate,Hot chocolate
3856,06/11/2023,09:15:16,1,1,Alkmaar,3.15,Tea,Green tea
3857,06/08/2023,12:14:11,6,2,Utrecht,3.0,Bakery,Scone
3858,06/06/2023,10:25:23,2,2,Utrecht,2.0,Coffee,Black coffee
3859,06/08/2023,07:21:00,1,1,Alkmaar,3.0,Tea,Black tea
3860,06/09/2023,08:13:05,2,1,Alkmaar,3.0,Tea,Black tea
3861,06/05/2023,10:11:36,1,3,Eindhoven,2.0,Coffee,Black coffee
3862,06/10/2023,06:44:23,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3863,06/08/2023,14:20:17,2,1,Alkmaar,3.5,Tea,Herbal tea
3864,06/10/2023,10:53:12,4,2,Utrecht,4.25,Coffee,Syrup coffee
3865,06/08/2023,08:04:51,2,3,Eindhoven,3.0,Tea,Black tea
3866,06/09/2023,17:35:10,1,1,Alkmaar,3.5,Tea,Herbal tea
3867,06/09/2023,19:04:46,1,3,Eindhoven,3.75,Bakery,Sandwich
3868,06/08/2023,11:33:14,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3869,06/08/2023,11:35:08,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3870,06/07/2023,15:48:21,1,2,Utrecht,3.25,Tea,Chai tea
3871,06/06/2023,06:38:28,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3872,06/11/2023,11:46:10,1,2,Utrecht,3.0,Tea,Black tea
3873,06/07/2023,18:56:32,1,1,Alkmaar,3.75,Bakery,Sandwich
3874,06/10/2023,09:09:37,2,3,Eindhoven,3.5,Bakery,Pie
3875,06/09/2023,08:13:29,1,3,Eindhoven,3.0,Bakery,Scone
3876,06/08/2023,07:45:59,2,2,Utrecht,3.15,Tea,Green tea
3877,06/09/2023,09:04:20,2,3,Eindhoven,3.5,Coffee,Milk coffee
3878,06/08/2023,10:23:13,4,3,Eindhoven,3.75,Bakery,Sandwich
3879,06/06/2023,13:00:41,2,2,Utrecht,3.5,Bakery,Pie
3880,06/11/2023,10:43:01,4,1,Alkmaar,3.5,Coffee,Milk coffee
3881,06/06/2023,11:41:21,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3882,06/05/2023,09:06:20,1,2,Utrecht,3.75,Bakery,Sandwich
3883,06/10/2023,17:32:01,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3884,06/05/2023,19:01:05,1,2,Utrecht,3.5,Tea,Herbal tea
3885,06/08/2023,16:04:10,4,2,Utrecht,4.5,Chocolate,Hot chocolate
3886,06/07/2023,14:42:22,2,1,Alkmaar,3.25,Tea,Chai tea
3887,06/07/2023,08:05:38,5,2,Utrecht,3.0,Tea,Black tea
3888,06/10/2023,11:13:26,1,2,Utrecht,3.75,Bakery,Sandwich
3889,06/09/2023,08:40:56,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3890,06/10/2023,13:08:36,1,1,Alkmaar,3.5,Bakery,Pie
3891,06/08/2023,11:23:42,1,1,Alkmaar,3.5,Tea,Herbal tea
3892,06/08/2023,12:41:26,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
3893,06/11/2023,11:47:18,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3894,06/10/2023,08:39:32,2,2,Utrecht,3.5,Bakery,Pie
3895,06/06/2023,12:42:21,2,2,Utrecht,3.5,Bakery,Pie
3896,06/08/2023,10:14:44,4,3,Eindhoven,3.25,Tea,Chai tea
3897,06/11/2023,15:58:51,1,2,Utrecht,3.0,Bakery,Scone
3898,06/10/2023,09:26:04,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
3899,06/10/2023,12:07:32,2,1,Alkmaar,4.25,Coffee,Syrup coffee
3900,06/07/2023,15:08:24,3,3,Eindhoven,3.5,Coffee,Milk coffee
3901,06/08/2023,09:13:52,1,1,Alkmaar,3.15,Tea,Green tea
3902,06/11/2023,08:43:28,2,2,Utrecht,6.3,Coffee,Organic blended coffee
3903,06/10/2023,16:48:05,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3904,06/08/2023,09:20:58,,1,Alkmaar,4.5,Chocolate,Hot chocolate
3905,06/10/2023,12:30:25,2,1,Alkmaar,4.25,Coffee,Syrup coffee
3906,06/10/2023,11:04:24,3,2,Utrecht,4.5,Chocolate,Hot chocolate
